SMILES,homo_ev,lumo_ev,bandgap_ev,source_db,canonical_SMILES,ewg_count,ewg_weighted,mol_weight,n_arom_rings,conj_length,logp
CCCCCCCC(CCCC)COc3c(/C=C/2C(=O)C1/C=C(F)\C(F)=C/C1C2=C(C#N)\C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(SCC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CCCC)CCCCCC)c9c%10n(CC(CCCC)CCCCCC)c%11%12,-5.55,-4.01,1.37,your_data,CCCCCCCC(CCCC)COc1c(/C=C2\C(=O)C3C=C(F)C(F)=CC3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(SCC(CCCC)CCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,10,4.5600000000000005,1656.3499999999992,9,45,30.04922000000011
CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(Cl)c(Cl)c(Cl)c(Cl)c8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.72,-3.89,1.36,your_data,CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(Cl)c(Cl)c(Cl)c(Cl)c8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,12,5.0200000000000005,1132.960999999999,10,6,16.677219999999988
CCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(Cl)c(Cl)c(Cl)c(Cl)c8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.64,-3.76,1.38,your_data,CCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(Cl)c(Cl)c(Cl)c(Cl)c8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,12,5.0200000000000005,1165.8709999999992,10,6,17.70582
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(C)ccc1c2=C(C#N)C#N)sc%23c3sc%24c%22c4nsnc4c%21c%20sc%19c(CCCCCCCCCCC)c(C=c%18c(=O)c%17cc(C=Cc%16ccc%15c(=C(C#N)C#N)c(=Cc%14sc%12c(sc%13c%11c5nsnc5c%10c9sc8cc(C=c7c(=O)c6cc(C)ccc6c7=C(C#N)C#N)sc8c9n(CC(CCCCCCCC)CCCCCCCCCC)c%10c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%14CCCCCCCCCCC)c(=O)c%15c%16)ccc%17c%18=C(C#N)C#N)sc%19c%20n(CC(CCCCCCCC)CCCCCCCCCC)c%21c%22n(CC(CCCCCCCC)CCCCCCCCCC)c%23%24,-5.62,-3.69,1.42,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(C=Cc4ccc5c(c4)C(=O)C(=Cc4sc6c(sc7c8c9nsnc9c9c%10sc%11c(CCCCCCCCCCC)c(C=C%12C(=O)c%13cc(C)ccc%13C%12=C(C#N)C#N)sc%11c%10n(CC(CCCCCCCC)CCCCCCCCCC)c9c8n(CC(CCCCCCCC)CCCCCCCCCC)c67)c4CCCCCCCCCCC)C5=C(C#N)C#N)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6cc(C=C7C(=O)c8cc(C)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,12,7.28,3331.0969999999984,20,108,66.15257999999959
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(C)ccc1c2=C(C#N)C#N)sc%24c3sc%25c%23c4nsnc4c%22c%21sc%20c(CCCCCCCCCCC)c(C=c%19c(=O)c%18cc(c%17ccc(c%16ccc%15c(=C(C#N)C#N)c(=Cc%14sc%12c(sc%13c%11c5nsnc5c%10c9sc8cc(C=c7c(=O)c6cc(C)ccc6c7=C(C#N)C#N)sc8c9n(CC(CCCCCCCC)CCCCCCCCCC)c%10c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%14CCCCCCCCCCC)c(=O)c%15c%16)s%17)ccc%18c%19=C(C#N)C#N)sc%20c%21n(CC(CCCCCCCC)CCCCCCCCCC)c%22c%23n(CC(CCCCCCCC)CCCCCCCCCC)c%24%25,-5.65,-3.9,1.369,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c(sc8c9c%10nsnc%10c%10c%11sc%12c(CCCCCCCCCCC)c(C=C%13C(=O)c%14cc(C)ccc%14C%13=C(C#N)C#N)sc%12c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%10c9n(CC(CCCCCCCC)CCCCCCCCCC)c78)c5CCCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6cc(C=C7C(=O)c8cc(C)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,12,7.28,3387.1859999999983,21,108,67.37767999999966
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(C)ccc1c2=C(C#N)C#N)sc%25c3sc%26c%24c4nsnc4c%23c%22sc%21c(CCCCCCCCCCC)c(C=c%20c(=O)c%19cc(c%18ccc(c%17ccc(c%16ccc%15c(=C(C#N)C#N)c(=Cc%14sc%12c(sc%13c%11c5nsnc5c%10c9sc8c(CCCCCCCCCCC)c(C=c7c(=O)c6cc(C(C)(C)C)ccc6c7=C(C#N)C#N)sc8c9n(CC(CCCCCCCC)CCCCCCCCCC)c%10c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%14CCCCCCCCCCC)c(=O)c%15c%16)s%17)s%18)ccc%19c%20=C(C#N)C#N)sc%21c%22n(CC(CCCCCCCC)CCCCCCCCCCC)c%23c%24n(CC(CCCCCCCC)CCCCCCCCCC)c%25%26,-5.72,-3.95,1.376,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc(-c6ccc7c(c6)C(=O)C(=Cc6sc8c(sc9c%10c%11nsnc%11c%11c%12sc%13c(CCCCCCCCCCC)c(C=C%14C(=O)c%15cc(C)ccc%15C%14=C(C#N)C#N)sc%13c%12n(CC(CCCCCCCC)CCCCCCCCCC)c%11c%10n(CC(CCCCCCCC)CCCCCCCCCCC)c89)c6CCCCCCCCCCC)C7=C(C#N)C#N)s5)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(C(C)(C)C)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,12,7.28,3679.7179999999985,22,120,74.55866000000002
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%24c3sc%25c%10c4nsnc4c9c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CCCCCCCCCOc%23ccc(OCCCCCCCCCn%22c%14c%13sc(C=c%12c(=O)c%11cc(F)c(F)cc%11c%12=C(C#N)C#N)c(CCCCCCCCCCC)c%13sc%14c%21c%15nsnc%15c%20c%19sc%18c(CCCCCCCCCCC)c(C=c%17c(=O)c%16cc(F)c(F)cc%16c%17=C(C#N)C#N)sc%18c%19n(CC(CC)CCCC)c%20c%21%22)cc%23)c%24%25,-5.7,-3.93,1.39,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CCCCCCCCCOc3ccc(OCCCCCCCCCn4c5c6sc(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)c(CCCCCCCCCCC)c6sc5c5c6nsnc6c6c7sc8c(CCCCCCCCCCC)c(C=C9C(=O)c%10cc(F)c(F)cc%10C9=C(C#N)C#N)sc8c7n(CC(CC)CCCC)c6c54)cc3)c21,20,9.120000000000001,3038.075999999998,21,78,53.013239999999634
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%24c3sc%25c%10c4nsnc4c9c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CCCCCCCCOc%23ccc(OCCCCCCCCn%22c%14c%13sc(C=c%12c(=O)c%11cc(F)c(F)cc%11c%12=C(C#N)C#N)c(CCCCCCCCCCC)c%13sc%14c%21c%15nsnc%15c%20c%19sc%18c(CCCCCCCCCCC)c(C=c%17c(=O)c%16cc(F)c(F)cc%16c%17=C(C#N)C#N)sc%18c%19n(CC(CC)CCCC)c%20c%21%22)cc%23)c%24%25,-5.67,-4.1,1.38,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CCCCCCCCOc3ccc(OCCCCCCCCn4c5c6sc(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)c(CCCCCCCCCCC)c6sc5c5c6nsnc6c6c7sc8c(CCCCCCCCCCC)c(C=C9C(=O)c%10cc(F)c(F)cc%10C9=C(C#N)C#N)sc8c7n(CC(CC)CCCC)c6c54)cc3)c21,20,9.120000000000001,3010.021999999998,21,76,52.23303999999965
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%24c3sc%25c%10c4nsnc4c9c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CCCCCCOc%23ccc(OCCCCCCn%22c%14c%13sc(C=c%12c(=O)c%11cc(F)c(F)cc%11c%12=C(C#N)C#N)c(CCCCCCCCCCC)c%13sc%14c%21c%15nsnc%15c%20c%19sc%18c(CCCCCCCCCCC)c(C=c%17c(=O)c%16cc(F)c(F)cc%16c%17=C(C#N)C#N)sc%18c%19n(CC(CC)CCCC)c%20c%21%22)cc%23)c%24%25,-5.67,-4.1,1.38,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CCCCCCOc3ccc(OCCCCCCn4c5c6sc(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)c(CCCCCCCCCCC)c6sc5c5c6nsnc6c6c7sc8c(CCCCCCCCCCC)c(C=C9C(=O)c%10cc(F)c(F)cc%10C9=C(C#N)C#N)sc8c7n(CC(CC)CCCC)c6c54)cc3)c21,20,9.120000000000001,2953.913999999998,21,72,50.67263999999969
CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,-5.68,-3.89,1.36,your_data,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,4,1.46,1249.9559999999992,9,29,25.526040000000076
CCCCCCC(CCCC)Cc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nc(-c5scc(F)c5F)c(-c5scc(F)c5F)nc4c4c5sc6c(CC(CCCC)CCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,-5.58,-3.94,1.35,your_data,CCCCCCC(CCCC)Cc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nc(-c5scc(F)c5F)c(-c5scc(F)c5F)nc4c4c5sc6c(CC(CCCC)CCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,14,5.48,1776.0299999999993,12,36,32.257720000000106
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%13c3sc%14c%12c6nc5cc(Cl)c4ccccc4c5nc6c%11c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(F)c(F)cc7c8=C(C#N)C#N)sc9c%10n(CC(CCCC)CCCCCC)c%11c%12n(CC(CCCC)CCCCCC)c%13%14,-5.61,-3.94,1.33,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nc5cc(Cl)c6ccccc6c5nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,11,4.79,1692.722999999999,12,42,31.77572000000013
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%13c3sc%14c%12c6nc5ccc4ccc(C)cc4c5nc6c%11c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(F)c(F)cc7c8=C(C#N)C#N)sc9c%10n(CC(CCCC)CCCCCC)c%11c%12n(CC(CCCC)CCCCCC)c%13%14,-5.56,-3.96,1.34,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nc5ccc6ccc(C)cc6c5nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,10,4.5600000000000005,1672.304999999999,12,42,31.430740000000128
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%13c3sc%14c%12c6nc5ccc4cc(Cl)ccc4c5nc6c%11c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(F)c(F)cc7c8=C(C#N)C#N)sc9c%10n(CC(CCCC)CCCCCC)c%11c%12n(CC(CCCC)CCCCCC)c%13%14,-5.68,-3.91,1.38,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nc5ccc6cc(Cl)ccc6c5nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,11,4.79,1692.722999999999,12,42,31.775720000000135
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%13c3sc%14c%12c6nc5ccc4ccccc4c5nc6c%11c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(F)c(F)cc7c8=C(C#N)C#N)sc9c%10n(CC(CCCC)CCCCCC)c%11c%12n(CC(CCCC)CCCCCC)c%13%14,-5.65,-4.1,1.36,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nc5ccc6ccccc6c5nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,10,4.5600000000000005,1658.277999999999,12,42,31.122320000000126
CCCCCCC(CCCC)CCc3c(/C=C/2C(=O)c1cc(F)c(F)cc1C2C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CCC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,-5.68,-3.91,1.38,your_data,CCCCCCC(CCCC)CCc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCC(CCCC)CCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,10,4.5600000000000005,1510.094999999999,10,37,26.975020000000082
CCCCCCCCCCCCC(CCCCCCCCCC)Cn%13c4c3sc(C=c2c(=O)c1cc(C)ccc1c2=C(C#N)C#N)c(CCCCCCCCCCC)c3sc4c%12c5nsnc5c%11c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(c6ccc(C)s6)ccc7c8=C(C#N)C#N)sc9c%10n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c%11c%12%13,-5.52,-4.1,1.42,your_data,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(C=C4C(=O)c5cc(C)ccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(C=C6C(=O)c7cc(-c8ccc(C)s8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,6,3.64,1939.0559999999996,11,67,40.02875999999997
C=c%11c(=Cc%10sc8c(sc9c7c1nsnc1c6c5sc4c(CCCCCCCCC)c(C=c3c(=C)c2cc(Cl)c(OC)cc2c3=O)sc4c5n(CC(CCCC)CCCCCC)c6c7n(CC(CCCC)CCCCCC)c89)c%10CCCCCCCCC)c(=O)c%12cc(Cl)c(Cl)cc%11%12,-5.74,-3.87,1.4,your_data,C=C1C(=Cc2sc3c(sc4c5c6nsnc6c6c7sc8c(CCCCCCCCC)c(C=C9C(=C)c%10cc(Cl)c(OC)cc%10C9=O)sc8c7n(CC(CCCC)CCCCCC)c6c5n(CC(CCCC)CCCCCC)c34)c2CCCCCCCCC)C(=O)c2cc(Cl)c(Cl)cc21,5,1.69,1469.4399999999994,10,39,29.154300000000106
CCCCCCCCCCCc3c(C=c2c(=O)c1c(F)c(C)ccc1c2=C(C#N)C#N)sc%12c3sc%13c%11c4nsnc4c%10c9sc8c(CCCCCCCCCCC)c(C=c7c(=O)c6c(F)c(c5ccc(C)s5)ccc6c7=C(C#N)C#N)sc8c9n(CC(CCCCCCCC)CCCCCCCCCC)c%10c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13,-5.68,-3.81,1.4,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3c(ccc(C)c3F)C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8c(ccc(-c9ccc(C)s9)c8F)C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,8,4.1000000000000005,1862.8199999999997,11,59,37.18616000000003
CCCCCCCCCCCc%16c(C=c%15c(=O)c%14cc(c%13ccc(c%12ccc%11c(=C(C#N)C#N)c(=Cc%10sc8c(sc9c7c1nsnc1c6c5sc4c(CCCCCCCCCCC)c(C=c3c(=O)c2cc(F)c(F)cc2c3=C(C#N)C#N)sc4c5n(CC(CCCCCC)CCCCCCCC)c6c7n(CC(CCCCCC)CCCCCCCC)c89)c%10CCCCCCCCCCC)c(=O)c%11c%12)s%13)ccc%14c%15=C(C#N)C#N)sc%24c%16sc%25c%23c%17nsnc%17c%22c%21sc%20c(CCCCCCCCCCC)c(C=c%19c(=O)c%18cc(F)c(F)cc%18c%19=C(C#N)C#N)sc%20c%21n(CC(CCCCCC)CCCCCCCC)c%22c%23n(CC(CCCCCC)CCCCCCCC)c%24%25,-5.6,-3.95,1.22,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c(sc8c9c%10nsnc%10c%10c%11sc%12c(CCCCCCCCCCC)c(C=C%13C(=O)c%14cc(F)c(F)cc%14C%13=C(C#N)C#N)sc%12c%11n(CC(CCCCCC)CCCCCCCC)c%10c9n(CC(CCCCCC)CCCCCCCC)c78)c5CCCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,16,8.200000000000001,3360.956999999999,21,102,65.14893999999957
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(Br)ccc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CCCCCC)CCCCCCCC)c9c%10n(CC(CCCCCC)CCCCCCCC)c%11%12,-5.56,-3.83,1.24,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(Br)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,9,4.33,1719.3189999999995,10,50,32.48252000000012
CCCCCCCCCCCCc3c(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)sc%10c3sc%11c9sc8c7sc6c(CCCCCCCCCCCC)c(C=c5c(=O)c4cc(Cl)c(Cl)cc4c5=C(C#N)C#N)sc6c7n(CC(CCCC)CCCCCC)c8c9n(CC(CCCC)CCCCCC)c%10%11,-5.71,-3.96,1.61,your_data,CCCCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3sc4c5sc6c(CCCCCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,10,4.5600000000000005,1606.0249999999992,9,44,31.771620000000134
CCCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%10c3sc%11c9sc8c7sc6c(CCCCCCCCCCCC)c(C=c5c(=O)c4cc(F)c(F)cc4c5=C(C#N)C#N)sc6c7n(CC(CCCC)CCCCCC)c8c9n(CC(CCCC)CCCCCC)c%10%11,-5.51,-3.77,1.7,your_data,CCCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3sc4c5sc6c(CCCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,10,4.5600000000000005,1540.2049999999992,9,44,29.714420000000107
CCCCCCCCC5(CCCCCCCC)c3cc2c1cc%13c(cc1C(CCCCCCCC)(CCCCCCCC)c2cc3c4cc9c(cc45)c8sc(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)cc8C9(CCCCCCCC)CCCCCCCC)c%12sc(C=c%11c(=O)c%10cc(F)c(F)cc%10c%11=C(C#N)C#N)cc%12C%13(CCCCCCCC)CCCCCCCC,-5.75,-4.06,1.46,your_data,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(C=C2C(=O)c5cc(F)c(F)cc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc2c(cc1-3)C(CCCCCCCC)(CCCCCCCC)c1cc(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc1-2,10,4.5600000000000005,1820.671999999999,7,58,37.59812
CCCCCCCCC5(CCCCCCCC)c3cc2c1cc%13c(cc1C(CCCCCCCC)(CCCCCCCC)c2cc3c4cc9c(cc45)c8sc(C=c7c(=O)c6ccccc6c7=C(C#N)C#N)cc8C9(CCCCCCCC)CCCCCCCC)c%12sc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)cc%12C%13(CCCCCCCC)CCCCCCCC,-5.66,-4.03,1.55,your_data,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(C=C2C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc2c(cc1-3)C(CCCCCCCC)(CCCCCCCC)c1cc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)sc1-2,6,3.64,1748.7119999999984,7,58,37.04172000000002
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(csc7Cl)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5Cl)C4=C(C#N)C#N)sc23)cc1,-5.58,-3.93,1.53,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(csc7Cl)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5Cl)C4=C(C#N)C#N)sc23)cc1,8,4.1000000000000005,1284.4999999999993,11,10,20.80592000000002
