SMILES,homo_ev,lumo_ev,bandgap_ev,source_db,canonical_SMILES,ewg_count,ewg_weighted,mol_weight,n_arom_rings,conj_length,logp
CCOc1c(OCC)c(-c2ccc(/C=C3\SC(=S)N(CC)C3=O)s2)c2nsnc2c1-c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1,-5.61,-3.8,1.88,your_data,CCOc1c(OCC)c(-c2ccc(/C=C3\SC(=S)N(CC)C3=O)s2)c2nsnc2c1-c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1,2,1.0,731.0310000000001,4,10,8.387900000000004
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nn(CC)nc35)sc2-4)cc1,-5.37,-3.61,1.77,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nn(CC)nc35)sc2-4)cc1,4,2.64,1499.8839999999989,13,20,14.222519999999976
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=C6\SC(=S)N(CC)C6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=C5/SC(=S)N(CC)C5=O)c5nn(CC)nc35)sc2-4)cc1,-5.41,-3.55,1.88,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=C6\SC(=S)N(CC)C6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=C5/SC(=S)N(CC)C5=O)c5nn(CC)nc35)sc2-4)cc1,2,1.0,1435.9239999999988,11,20,18.12519999999998
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=C6\SC(=O)N(CC)C6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=C5\SC(=O)N(CC)C5=O)c5nn(CC)nc35)sc2-4)cc1,-5.32,-3.23,2.05,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=C6\SC(=O)N(CC)C6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=C5\SC(=O)N(CC)C5=O)c5nn(CC)nc35)sc2-4)cc1,4,2.0,1403.787999999999,11,20,17.79539999999998
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(C5=C/C(=c6/sc(=C(C#N)C#N)n(CC)c6=O)CCC5)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(C3C=C/C(=c5/sc(=C(C#N)C#N)n(CC)c5=O)CC3)sc2-4)cc1,-5.34,-3.44,1.78,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(C5=C/C(=c6/sc(=C(C#N)C#N)n(CC)c6=O)CCC5)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(C3C=C/C(=c5/sc(=C(C#N)C#N)n(CC)c5=O)CC3)sc2-4)cc1,4,2.64,1221.6559999999995,9,12,14.370019999999974
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)sc2-4)cc1,-5.44,-3.53,1.96,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)sc2-4)cc1,4,2.64,1089.4499999999994,9,12,11.32491999999999
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=c4/sc(=C(C#N)C#N)n(CC)c4=O)sc23)cc1,-5.32,-3.49,1.84,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=c4/sc(=C(C#N)C#N)n(CC)c4=O)sc23)cc1,4,2.64,1201.6279999999995,11,12,13.754319999999975
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(C6=C/C(=c7/sc(=C(C#N)C#N)n(CC)c7=O)CCC6)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(C4=C/C(=c5/sc(=C(C#N)C#N)n(CC)c5=O)CCC4)sc23)cc1,-5.25,-3.38,1.74,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(C6=C/C(=c7/sc(=C(C#N)C#N)n(CC)c7=O)CCC6)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(C4=C/C(=c5/sc(=C(C#N)C#N)n(CC)c5=O)CCC4)sc23)cc1,4,2.64,1333.8339999999994,11,12,16.933119999999967
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2cc(Cl)c(Cl)cc2c3=C(C#N)C#N)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10cc(Cl)c(Cl)cc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,-5.75,-4.09,1.48,your_data,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,10,4.5600000000000005,1565.763999999999,11,26,28.231320000000068
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,-5.58,-3.98,1.54,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,6,3.64,1231.6059999999993,11,10,19.992960000000007
CCCCCCCCc%15ccc(C7(c1ccc(CCCCCC)cc1)c2cc%13c(cc2c6sc(c4c(F)cc(C=c3sc(=C(C#N)C#N)n(CC)c3=O)c5nn(CCCCCCCC)nc45)cc67)C(c8ccc(CCCCCC)cc8)(c9ccc(CCCCCCCC)cc9)c%14cc(c%11c(F)cc(CC%10S/C(=C(C#N)/C#N)N(CC)C%10=O)c%12nn(CCCCCCCC)nc%11%12)sc%13%14)cc%15,-5.55,-3.77,1.78,your_data,CCCCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5c(F)cc(C=c6sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCCCC)cc2)c2cc(-c3c(F)cc(CC5SC(=C(C#N)C#N)N(CC)C5=O)c5nn(CCCCCCCC)nc35)sc2-4)cc1,7,3.6,1866.6399999999994,12,49,28.444920000000085
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2cc(Cl)c(Cl)cc2c3=O)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10cc(Cl)c(Cl)cc%10c%11=O)sc%12c%13%14)cc%15,-5.72,-3.83,1.8,your_data,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=O)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(Cl)c(Cl)cc5C4=O)sc23)cc1,8,2.92,1469.6679999999988,11,26,26.995200000000068
CCN1C(=O)c2ccc3c4c(c(-c5ccc(-c6ccc(-c7cc8c9c(c(-c%10ccc(-c%11ccc(-c%12cc%13c%14c(c(-c%15ccc(-c%16cccs%16)s%15)cc%15c%14c%12C(=O)N(CC)C%15=O)C(=O)N(CC)C%13=O)s%11)s%10)cc%10c9c7C(=O)N(CC)C%10=O)C(=O)N(CC)C8=O)s6)s5)cc(c24)C1=O)C(=O)N(CC)C3=O,-5.6,-4.0,1.47,your_data,CCN1C(=O)c2ccc3c4c(c(-c5ccc(-c6ccc(-c7cc8c9c(c(-c%10ccc(-c%11ccc(-c%12cc%13c%14c(c(-c%15ccc(-c%16cccs%16)s%15)cc%15c%14c%12C(=O)N(CC)C%15=O)C(=O)N(CC)C%13=O)s%11)s%10)cc%10c9c7C(=O)N(CC)C%10=O)C(=O)N(CC)C8=O)s6)s5)cc(c24)C1=O)C(=O)N(CC)C3=O,12,6.0,1455.6899999999996,12,14,16.54659999999997
c1ccc2c(c1)C(=O)/C(=C/c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)SCCCCCC)c1ccc(cc1)SCCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C1/C(=O)c3c(C1=C(C#N)C#N)cccc3)(c1ccc(cc1)SCCCCCC)c1ccc(cc1)SCCCCCC)/C2=C(C#N)C#N,-5.68,-3.91,1.58,your_data,CCCCCCSc1ccc(C2(c3ccc(SCCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6/C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCCCCCC)cc2)(c2ccc(SCCCCCC)cc2)c2c-4sc3cc(/C=C4/C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,6,3.64,1556.2519999999995,11,30,27.816120000000073
c1ccc2c(c1)C(=O)[C](C2=C(C#N)C#N)[CH]c1cc2c(s1)c1c(s2)c2c(C1(c1ccc(cc1)SCCCCCCCC)c1ccc(cc1)SCCCCCCCC)cc1c(c2)C(c2c1sc1c2sc(c1)/C=C1/C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)SCCCCCCCC)c1ccc(cc1)SCCCCCCCC,-5.7,-3.9,1.57,your_data,CCCCCCCCSc1ccc(C2(c3ccc(SCCCCCCCC)cc3)c3cc4c(cc3-c3sc5cc([CH][C]6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCCCCCCCC)cc2)(c2ccc(SCCCCCCCC)cc2)c2c-4sc3cc(/C=C4/C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,6,3.64,1668.4679999999994,11,39,30.680400000000102
CCSc1ccc(C2(c3ccc(SCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC)cc2)(c2ccc(SCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,-5.74,-3.86,1.59,your_data,CCSc1ccc(C2(c3ccc(SCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC)cc2)(c2ccc(SCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,6,3.64,1331.8199999999995,11,14,21.574520000000025
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(CC)c(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c(CC)c(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,-5.73,-3.92,1.58,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(CC)c(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c(CC)c(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,6,3.64,1259.6599999999994,11,12,20.50092000000001
CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3cc4c(cc32)-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.53,-4.0,1.69,your_data,CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3cc4c(cc32)-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,6,3.64,1123.3719999999996,9,10,16.92311999999997
CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(-c4cc5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5s4)sc3-c3cc4c(cc32)-c2sc(-c3cc5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5s3)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.28,-3.92,1.45,your_data,CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(-c4cc5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5s4)sc3-c3cc4c(cc32)-c2sc(-c3cc5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5s3)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,6,3.64,1399.8039999999994,13,12,22.809520000000038
CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(-c4ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s4)sc3-c3cc4c(cc32)-c2sc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.33,-3.89,1.46,your_data,CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(-c4ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s4)sc3-c3cc4c(cc32)-c2sc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,6,3.64,1287.6259999999993,11,12,20.380120000000005
CCOc1c2c(c(OCC)c3c1C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-3sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc13)C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-2sc2cc(/C=C3\C(=O)c4c(csc4C)C3=C(C#N)C#N)sc12,-5.42,-3.94,1.39,your_data,CCOc1c2c(c(OCC)c3c1C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-3sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc13)C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-2sc2cc(/C=C3\C(=O)c4c(csc4C)C3=C(C#N)C#N)sc12,6,3.64,1331.769999999999,11,14,20.913360000000015
CCc1ccc(C2(c3ccc(CC)cc3)c3c(-c4ccc(CC)s4)c4c(c(-c5ccc(CC)s5)c3-c3sc5cc(/C=C6\C(=O)c7c(csc7C)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1,-5.59,-3.86,1.47,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3c(-c4ccc(CC)s4)c4c(c(-c5ccc(CC)s5)c3-c3sc5cc(/C=C6\C(=O)c7c(csc7C)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1,6,3.64,1464.0259999999992,13,14,24.697760000000045
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,-5.42,-3.94,1.39,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,10,4.5600000000000005,1409.693999999999,13,12,21.881720000000026
CCOc1ccc(C2(c3ccc(OCC)cc3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2ccc(OCC)cc2)(c2ccc(OCC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,-5.38,-4.0,1.37,your_data,CCOc1ccc(C2(c3ccc(OCC)cc3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2ccc(OCC)cc2)(c2ccc(OCC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,10,4.5600000000000005,1473.6899999999994,13,16,21.22692000000002
CCOc1cccc(C2(c3cccc(OCC)c3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2cccc(OCC)c2)(c2cccc(OCC)c2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)c1,-5.41,-3.97,1.41,your_data,CCOc1cccc(C2(c3cccc(OCC)c3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC)c5c32)C(c2cccc(OCC)c2)(c2cccc(OCC)c2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)c1,10,4.5600000000000005,1473.6899999999994,13,16,21.22692000000002
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(-c4cc5sc(CC)cc5s4)c23)cc1,-5.6,-4.0,1.45,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(-c4cc5sc(CC)cc5s4)c23)cc1,8,4.1000000000000005,1388.7499999999995,13,12,22.222120000000043
CCc1ccc(-n2c3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc3c3sc4c(c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc3c(cc2-4)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc2-3)cc1,-5.57,-4.0,1.46,your_data,CCc1ccc(-n2c3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc3c3sc4c(c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc3c(cc2-4)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc2-3)cc1,8,4.1000000000000005,1326.6319999999996,12,12,20.94592000000001
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(-c4ccc(CC)s4)c23)cc1,-5.58,-4.03,1.47,your_data,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(-c4ccc(CC)s4)c23)cc1,8,4.1000000000000005,1332.6609999999996,12,12,21.007420000000025
CCCCCCCCc6cc(c5cc(CC(CC)CCCC)c(c4sc(c3cc(CCCCCCCC)c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)s3)cc4CC(CC)CCCC)s5)sc6C=c8c(=O)c7cc(F)c(F)cc7c8=C(C#N)C#N,-5.85,-4.02,1.54,your_data,CCCCCCCCc1cc(-c2cc(CC(CC)CCCC)c(-c3sc(-c4cc(CCCCCCCC)c(C=C5C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)cc3CC(CC)CCCC)s2)sc1C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,10,4.5600000000000005,1259.7239999999997,6,31,22.975120000000032
CCCCCCCCc6cc(c5cc(CCCCCCCC)c(c4sc(c3cc(CCCCCCCC)c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)s3)cc4CCCCCCCC)s5)sc6C=c8c(=O)c7cc(F)c(F)cc7c8=C(C#N)C#N,-5.71,-4.09,1.47,your_data,CCCCCCCCc1cc(-c2cc(CCCCCCCC)c(-c3sc(-c4cc(CCCCCCCC)c(C=C5C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)cc3CCCCCCCC)s2)sc1C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,10,4.5600000000000005,1259.7239999999997,6,33,23.263320000000036
CCCCC(CC)Cc4cc(c3cc(OC(CC)CCCC)c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)s3)sc4c8sc(c7cc(OC(CC)CCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)s7)cc8CC(CC)CCCC,-5.85,-3.86,1.6,your_data,CCCCC(CC)Cc1cc(-c2cc(OC(CC)CCCC)c(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)sc1-c1sc(-c2cc(OC(CC)CCCC)c(C=C3C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)cc1CC(CC)CCCC,10,4.5600000000000005,1263.6679999999997,6,29,21.864320000000024
CCCCCCCCc3c(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CCCCCCCC)c(C=c6c(=O)c5cc(Cl)c(Cl)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,-5.62,-3.99,1.36,your_data,CCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,10,4.5600000000000005,1433.628999999999,10,28,25.47322000000007
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(Cl)c(Cl)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,-5.64,-4.02,1.35,your_data,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,10,4.5600000000000005,1517.7909999999988,10,34,27.813820000000096
CCCCCCCCc3c(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nn(CC(CC)CCCC)nc4c9c8sc7c(CCCCCCCC)c(C=c6c(=O)c5cc(Cl)c(Cl)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,-5.53,-3.92,1.28,your_data,CCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,10,4.5600000000000005,1528.7929999999985,10,34,27.429620000000085
