canonical_SMILES,homo_ev,ewg_weighted,mol_weight,n_arom_rings,conj_length,logp,CATE,CATE_se,source_db
CCc1ccc(C2(c3ccc(CC)cc3)Oc3c(sc4c5c(sc34)-c3sc(/C=C4\C(=O)c6ccc(F)cc6C4=C(C#N)C#N)cc3C(c3ccc(CC)cc3)(c3ccc(CC)cc3)O5)-c3sc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)cc32)cc1,-5.6,4.1,1221.47,10,10,18.47752,-0.0333726252954031,0.00991288440166066,your_data
CCc1ccc(C2(c3ccc(CC)cc3)Oc3c(sc4c5c(sc34)-c3sc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)cc3C(c3ccc(CC)cc3)(c3ccc(CC)cc3)O5)-c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc32)cc1,-5.57,3.64,1185.49,10,10,18.19932,-0.0316176901683899,0.00945542974704583,your_data
CCSc1cc(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-c1cc2c(s1)-c1cc3c(cc1C2(CC)CC)-c1sc(C=C2C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)cc1C3(CC)CC,-5.76,4.56,1001.19,6,9,15.54082,-0.00885128598649602,0.0153926840515023,your_data
CCCCCC(CCCC)c1ccc(C2(c3ccc(C(CCCC)CCCCC)cc3)C3=C(c4cc5c(cc42)-c2sc(C=C4C(=O)c6ccc(F)cc6C4=C(C#N)C#N)cc2C5)C(c2ccc(C(CCCC)CCCCC)cc2)(c2ccc(C(CCCC)CCCCC)cc2)c2cc4c(cc23)CC2C=C(C=C3C(=O)c5cc(F)ccc5C3=C(C#N)C#N)SC42)cc1,-5.53,4.1,1704.392,9,38,32.1691200000001,-0.0252436606878818,0.00796556389276447,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3[se]c(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4c(sc23)-c2cc3c(cc2C4(c2ccc(CC)cc2)c2ccc(CC)cc2)-c2[se]c(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.41,3.64,1840.104,16,18,27.1897200000001,-0.0277471583496084,0.00858393204859265,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(C=C5C(=O)c6ccc(Cl)c(Cl)c6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,-5.66,4.56,1874.27,11,42,34.4493200000001,-0.0146517257108843,0.00687940304151919,your_data
CCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc6cc(F)c(F)cc6cc5C4=C(C#N)C#N)cc2C3(CC)CC)c(OCC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc5cc(F)c(F)cc5cc4C3=C(C#N)C#N)cc1C2(CC)CC,-5.44,4.56,1211.422,9,12,19.26112,-0.0331828726696331,0.00913370541231621,your_data
CCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc6ccc(F)cc6cc5C4=C(C#N)C#N)cc2C3(CC)CC)c(OCC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc5ccc(F)cc5cc4C3=C(C#N)C#N)cc1C2(CC)CC,-5.39,4.1,1175.442,9,12,18.98292,-0.0313504760886738,0.0111016250895931,your_data
CCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)cc2C3(CC)CC)c(OCC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc5ccccc5cc4C3=C(C#N)C#N)cc1C2(CC)CC,-5.35,3.64,1139.462,9,12,18.70472,-0.0292050116169818,0.0114762093513996,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(C=C5C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,-5.44,4.56,1808.45,11,42,32.3921200000001,-0.020992985832413,0.00844556938193627,your_data
CCOc1c(OCC)c(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC)CC)c2nn(CC)nc2c1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CC)CC,-5.45,4.56,1180.369,8,13,16.71932,-0.0265391409442206,0.0108739117571562,your_data
CCOc1c(OCC)c(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)c(CC)c2C3(CC)CC)c2nn(CC)nc2c1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)c(CC)c1C2(CC)CC,-5.43,4.56,1236.477,8,15,17.84412,-0.0278872332771068,0.0115591144760858,your_data
CCc1cc(CC)c(-c2cc(-c3cc(-c4c(CC)cc(CC)cc4CC)c(-c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4CC)s3)sc2-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2CC)c(CC)c1,-5.67,4.56,1187.488,8,15,19.48452,-0.0275167976906168,0.00881775199671171,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(-c6ccc(C=C(C#N)C#N)c7nn(CC)nc67)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(-c4ccc(C=C(C#N)C#N)c5nn(CC)nc45)sc23)cc1,-5.41,2.64,1237.622,13,14,18.93912,-0.0341618413320619,0.0117756565512339,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(C=C(C#N)C#N)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(C=C(C#N)C#N)c5nn(CC)nc35)sc2-4)cc1,-5.56,2.64,1125.444,11,14,16.50972,-0.0258102175921932,0.0118965500169531,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(-c6ccc(/C=C7\SC(=S)N(CC)C7=O)c7nn(CC)nc67)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nn(CC)nc45)sc23)cc1,-5.29,1,1427.998,13,16,20.5202,-0.0293065142769357,0.00926262296304689,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(-c6ccc(/C=c7\sc(=C(C#N)C#N)n(CC)c7=O)c7nn(CC)nc67)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(-c4ccc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)c5nn(CC)nc45)sc23)cc1,-5.34,2.64,1491.958,15,16,16.61752,-0.0287354617161437,0.00746678147505833,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nn(CC)nc35)sc2-4)cc1,-5.49,2.64,1379.78,13,16,14.18812,-0.0262178682000808,0.00608943102209355,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6/SC(=S)N(CC)C6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=C5/SC(=S)N(CC)C5=O)c5nn(CC)nc35)sc2-4)cc1,-5.46,1,1315.82,11,16,18.0908,-0.026594648004378,0.010031569572569,your_data
CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4c5ccsc5c(C=c5sc(=C(C#N)C#N)n(CC)c5=O)c5nn(CC(CC)CCCC)nc45)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2c4ccsc4c(C=c4sc(=C(C#N)C#N)n(CC)c4=O)c4nn(CC(CC)CCCC)nc24)sc1-3,-5.41,2.64,1692.538,11,46,25.57012,-0.0271830510935719,0.0126248514834477,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(Cc7ccccc7)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=c5/sc(=C(C#N)C#N)n(Cc6ccccc6)c5=O)c5nn(CC)nc35)sc2-4)cc1,-5.55,2.64,1503.922,15,18,16.24492,-0.0284428353646148,0.0063905743215687,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(-c7ccccc7)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=c5/sc(=C(C#N)C#N)n(-c6ccccc6)c5=O)c5nn(CC)nc35)sc2-4)cc1,-5.5,2.64,1475.868,15,16,16.12672,-0.0279748310465336,0.00754454649394183,your_data
CCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.55,3.64,959.200999999999,10,6,13.78542,0.0115773576045983,0.0279067672184888,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Cc3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,-5.48,3.64,1442.011,11,26,25.8121200000001,-0.0230767845561667,0.0109532419653907,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,-5.62,3.64,1215.61,11,10,19.49912,-0.0367274554065891,0.0151883272802993,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(csc7C)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1,-5.57,3.64,1243.664,11,10,20.11596,-0.0384451552193624,0.0155395539119358,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,-5.51,3.64,1427.984,11,26,25.6177200000001,-0.0230099314555475,0.0119571709370808,your_data
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,-5.55,3.64,1427.984,11,26,25.6177200000001,-0.0230584171570229,0.012432763238107,your_data
CCCCCCC(CCCC)COC(=O)C1(C(=O)OCC(CCCC)CCCCCC)C2=C(c3cc4c(cc31)C1SC(C=C3C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)=CC1S4)C(C(=O)OCC(CCCC)CCCCCC)(C(=O)OCC(CCCC)CCCCCC)c1cc3c(cc12)sc1cc(C=C2C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)sc13,-5.8,8.36,1760.312,6,46,27.2164200000001,-0.0244105264030489,0.00935114121453076,your_data
CCCCCCC(CCCC)COC(=O)C1(C(=O)OCC(CCCC)CCCCCC)C2=C(c3cc4c(cc31)-c1sc(C=C3C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc1C4)C(C(=O)OCC(CCCC)CCCCCC)(C(=O)OCC(CCCC)CCCCCC)c1cc3c(cc12)CC1C=C(C=C2C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)SC31,-5.65,8.36,1724.232,5,46,26.1177200000001,-0.0249588687067594,0.0115035078128073,your_data
CCCCCCC(CCCC)COC(=O)C1(C(=O)OCC(CCCC)CCCCCC)C2=C(c3cc4c(cc31)C1SC(C=C3C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)=CC1N4C)C(C(=O)OCC(CCCC)CCCCCC)(C(=O)OCC(CCCC)CCCCCC)c1cc3c4sc(C=C5C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(C)c3cc12,-5.6,8.36,1754.262,6,46,25.8375200000001,-0.0243958087095248,0.00979495202436264,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c2C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-3sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,-5.5,4.56,1521.865,13,14,24.2672200000001,-0.0355426528702253,0.0116425481192328,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=C3/C(=O)c6cc(F)c(F)cc6C3=C(C#N)C#N)sc2-5)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,-5.53,4.56,1521.865,13,14,24.2672200000001,-0.0355532561873261,0.0116031605092256,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4c(sc23)-c2sc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc2C4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.62,4.56,1521.865,13,14,24.2672200000001,-0.0355426528702253,0.0116425481192328,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)c(F)cc5C4=C(C#N)C#N)sc23)cc1,-5.59,4.1,1267.586,11,10,20.27116,-0.039931325609805,0.0154704050940431,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)c(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)c(C)cc5C4=C(C#N)C#N)sc23)cc1,-5.58,3.64,1259.66,11,10,20.6098,-0.0395252743272704,0.0150790169974601,your_data
CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(-c2ccc(-c4cc5c(s4)-c4cc6c(cc4C5(CC)CC)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(CC)CC)c4nsnc24)sc1-3,-5.48,4.56,1369.695,10,12,22.33502,-0.0314907375882366,0.00691691087903708,your_data
CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(-c2cc4c(s2)-c2cc5c(cc2C4(CC)CC)-c2sc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)cc2C5(CC)CC)sc1-3,-5.44,4.56,1235.532,8,11,20.66332,-0.032761006503076,0.00688683513964645,your_data
CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(-c2cc4sc(-c5cc6c(s5)-c5cc7c(cc5C6(CC)CC)-c5sc(/C=C6\C(=O)c8cc(F)c(F)cc8C6=C(C#N)C#N)cc5C7(CC)CC)cc4s2)sc1-3,-5.43,4.56,1373.748,10,12,23.60652,-0.0313906937620036,0.00682475124644901,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,-5.42,3.64,1303.672,13,10,21.68252,-0.0418953931969863,0.00783320354379272,your_data
CCOc1ccc(C2(c3ccc(OCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OCC)cc2)(c2ccc(OCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,-5.41,3.64,1367.668,13,14,21.02772,-0.0321157821277791,0.0111414004461102,your_data
CCCCCC[C@@H](CCCC)Cc1cc(-c2ccc(C=C(C#N)C#N)c3nsnc23)sc1-c1nc2sc(-c3sc(-c4ccc(C=C(C#N)C#N)c5nsnc45)cc3C[C@@H](CCCC)CCCCCC)nc2s1,-5.7,2.64,1063.552,8,26,18.05292,-0.0253643280832297,0.00875400416366092,your_data
CCCCCC[C@@H](CCCC)Cc1cc(-c2ccc(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c3nsnc23)sc1-c1nc2sc(-c3sc(-c4ccc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)c5nsnc45)cc3C[C@@H](CCCC)CCCCCC)nc2s1,-5.5,2.64,1317.888,10,28,15.73132,-0.0283957720730944,0.00727244583331434,your_data
CCc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC)nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CC)c5n(CC)c4c3n(CC)c21,-5.69,4.56,986.073999999999,9,7,12.88702,0.00699907166017109,0.0261156845372613,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc7ccccc7cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=C3\C(=O)c5cc6ccccc6cc5C3=C(C#N)C#N)sc2-4)cc1,-5.81,3.64,1191.494,11,10,19.25312,-0.0348212731883558,0.0149813099634229,your_data
CCOc1c(/C=C2\C(=O)c3cc4ccccc4cc3C2=C(C#N)C#N)sc2c1C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1cc3c(cc1-2)C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-3sc(/C=C2\C(=O)c3cc4ccccc4cc3C2=C(C#N)C#N)c1OCC,-5.77,3.64,1279.6,11,14,20.05052,-0.0295962095929729,0.0117960431318281,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1,-5.66,4.1,1239.532,11,10,19.65432,-0.0380460067076373,0.0145767662080275,your_data
CCN1C(=O)c2c(c(-c3cccs3)c3c(c2-c2cccs2)-c2cccc4c(C#N)ccc-3c24)C1=O,-5.65,1.66,488.593,5,3,7.43178,0.0255591498647274,0.0320902558511623,your_data
CCC1(CC)c2ccccc2-c2ccc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21,-6.2,1.32,432.552,4,4,6.87536000000001,0.0255591498647274,0.0320902558511623,your_data
CCc1ccc(-c2ccc(-c3ccc(-c4cc5c6c(c(-c7ccc(-c8ccc(-c9ccc(CC)s9)s8)s7)cc7c6c4C(=O)N(CC)C7=O)C(=O)N(CC)C5=O)s3)s2)s1,-5.5,2,871.19,8,10,13.5674,0.0168499875896067,0.0276434974220172,your_data
CC[Si]1(CC)c2ccsc2-c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21,-5.4,1.32,460.685,4,4,5.49506,0.0255591498647274,0.0320902558511623,your_data
CCN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)[Si](CC)(CC)c4cc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)ccc4-5)s3)N(CC)C(=O)C2=C1c1cccs1,-5.23,2,947.318,6,12,10.543,0.00430241497599226,0.0225865106234729,your_data
CCOc1cc2c3c(ccc4c5c(-c6cc7c(s6)-c6cc8c(cc6C7(c6ccc(CC)cc6)c6ccc(CC)cc6)-c6sc(-c7cc9c%10c(ccc%11c%12c(OCC)cc%13c%14c(ccc(c7c%10%11)c%14%12)C(=O)N(CC)C%13=O)C(=O)N(CC)C9=O)cc6C8(c6ccc(CC)cc6)c6ccc(CC)cc6)cc6c7c(ccc(c1c34)c75)C(=O)N(CC)C6=O)C(=O)N(CC)C2=O,-5.53,4,1659.996,17,18,23.4816,-0.0290932987080439,0.00948333750438528,your_data
CCOc1cc(/C=c2/sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CC)cc1)c1ccc(CC)cc1)-c1sc(-c2sc(/C=c4/sc(=C(C#N)C#N)n(CC)c4=O)cc2OCC)cc1C3(c1ccc(CC)cc1)c1ccc(CC)cc1,-5.37,2.64,1341.81,11,18,15.57932,-0.0264894379533213,0.00619175307404112,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)cc5CC)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3sc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)cc3CC)sc2-4)cc1,-5.5,2.64,1309.812,11,16,15.90672,-0.0268148072251878,0.00740922813148315,your_data
CCN1C(=O)c2ccc3c4c(-c5ccccc5C)c5c6cccc7cccc(c5c(-c5ccccc5C)c4c4ccc(c2c34)C1=O)c76,-5.99,1,603.721,9,3,11.04814,0.0274443391171758,0.0339636000965109,your_data
CCn1c(=C(C#N)C#N)s/c(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nc(-c7ccccc7)c(-c7ccccc7)nc46)cc3C5(CC)CC)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)c1=O,-5.27,2.64,1345.718,13,14,16.41052,-0.0321724712780114,0.00947085689086375,your_data
CCn1c(=C(C#N)C#N)s/c(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nccnc46)cc3C5(CC)CC)c3nccnc23)c1=O,-5.3,2.64,1041.326,9,10,9.74252,-0.00406277329783643,0.0229340008611345,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nc(-c6ccccc6)c(-c6ccccc6)nc35)sc2-4)cc1,-5.38,2.64,1650.11,17,18,21.21332,-0.0287612384030266,0.00743317408235784,your_data
CCc1c(/C=c2/sc(=C(C#N)C#N)n(CC)c2=O)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=c7/sc(=C(C#N)C#N)n(CC)c7=O)sc6c5n(CC)c4c3n(CC)c21,-5.42,2.64,957.276999999999,10,8,8.16362000000001,0.0106685527512082,0.0254373669969332,your_data
CCOc1c(OCC)c(-c2ccc(/C=C3\SC(=S)N(CC)C3=O)s2)c2nsnc2c1-c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1,-5.61,1,731.031,4,10,8.3879,0.0182901664863556,0.0276383162491114,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nn(CC)nc35)sc2-4)cc1,-5.37,2.64,1499.884,13,20,14.22252,-0.0268948945147819,0.00539374579838364,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=C6\SC(=S)N(CC)C6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=C5/SC(=S)N(CC)C5=O)c5nn(CC)nc35)sc2-4)cc1,-5.41,1,1435.924,11,20,18.1252,-0.0269819535559156,0.00901184966828721,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=C6\SC(=O)N(CC)C6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=C5\SC(=O)N(CC)C5=O)c5nn(CC)nc35)sc2-4)cc1,-5.32,2,1403.788,11,20,17.7954,-0.0275562366490073,0.00978493281489169,your_data
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(C5=C/C(=c6/sc(=C(C#N)C#N)n(CC)c6=O)CCC5)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(C3C=C/C(=c5/sc(=C(C#N)C#N)n(CC)c5=O)CC3)sc2-4)cc1,-5.34,2.64,1221.656,9,12,14.37002,-0.0269464666371618,0.0133453437357021,your_data
